7733.987,7776.6521,7704.83,7731.2798,20200102,98371.0,103087.0
7726.6368,7757.0309,7586.6239,7593.4297,20200103,156669.0,111938.0
7567.9504,7579.5601,7434.4053,7478.2366,20200106,180630.0,116257.0
7474.6044,7529.8727,7450.1505,7504.5715,20200107,115331.0,116545.0
7506.1894,7551.4321,7439.4338,7504.4136,20200108,134602.0,117067.0
7505.295,7550.9454,7378.915,7381.0618,20200109,151871.0,128304.0
7391.784,7485.9223,7359.0515,7457.6686,20200110,139881.0,120245.0
7466.4024,7474.0045,7295.4114,7308.6623,20200113,152268.0,132322.0
7305.4533,7375.5981,7303.2819,7323.112,20200114,102860.0,130604.0
7322.9815,7390.5015,7270.2162,7346.251,20200115,140574.0,129237.0
7347.4315,7411.9201,7342.2828,7370.5815,20200116,110950.0,128976.0
7375.7231,7509.7026,7372.0545,7484.8143,20200117,152150.0,119042.0
7441.3032,7485.8389,7396.3841,7433.4938,20200120,96507.0,123552.0
7439.3467,7490.4429,7345.8578,7359.9402,20200121,123265.0,126359.0
7363.5312,7436.483,7307.2595,7377.308,20200122,106680.0,119300.0
7383.5175,7454.0593,7354.3548,7429.8842,20200123,110847.0,108606.0
6919.055,7095.0651,6912.4159,6923.2763,20200203,197182.0,113490.0
6895.9435,7081.5015,6884.9888,7053.779,20200204,132830.0,107668.0
7040.1745,7145.7598,7040.1745,7076.6485,20200205,153522.0,119062.0
7094.2589,7108.2339,7057.2106,7085.9363,20200206,101901.0,125226.0
7083.0037,7156.6452,7021.0905,7115.0608,20200207,126438.0,125561.0
7091.9144,7153.1339,7079.4397,7087.9581,20200210,125762.0,134424.0
7082.3048,7109.6185,7058.664,7085.0184,20200211,116207.0,138237.0
7082.5157,7128.4332,7010.6548,7079.9874,20200212,171480.0,143478.0
7079.4075,7112.8003,7008.2047,7029.2719,20200213,169922.0,150924.0
7034.6105,7044.7812,6947.8676,6964.2879,20200214,182284.0,162029.0
6946.1448,7087.2143,6917.4316,7078.9831,20200217,213035.0,150078.0
7075.1098,7120.5349,7046.9513,7071.878,20200218,178257.0,151770.0
7065.9796,7129.6973,7065.1404,7091.3532,20200219,139151.0,156292.0
7090.9462,7352.7434,7079.4869,7337.2162,20200220,419614.0,145151.0
7327.2467,7384.5272,7298.5696,7357.1581,20200221,243344.0,143433.0
7361.0825,7423.6506,7243.0372,7352.5542,20200224,246446.0,141616.0
7286.3251,7394.5726,7282.1028,7376.1229,20200225,197557.0,144236.0
7388.9854,7450.3005,7231.769,7237.5886,20200226,288950.0,149576.0
7219.6024,7240.7275,6954.2463,6987.738,20200227,414256.0,171222.0
