date,close_ag,return_ag,volume_ag,open_interest_ag,rv_ag,close_al,return_al,volume_al,open_interest_al,rv_al,close_AP,return_AP,volume_AP,open_interest_AP,rv_AP,close_au,return_au,volume_au,open_interest_au,rv_au,close_bu,return_bu,volume_bu,open_interest_bu,rv_bu,close_c,return_c,volume_c,open_interest_c,rv_c,close_CF,return_CF,volume_CF,open_interest_CF,rv_CF,close_cu,return_cu,volume_cu,open_interest_cu,rv_cu,close_CY,return_CY,volume_CY,open_interest_CY,rv_CY,close_eb,return_eb,volume_eb,open_interest_eb,rv_eb,close_FG,return_FG,volume_FG,open_interest_FG,rv_FG,close_fu,return_fu,volume_fu,open_interest_fu,rv_fu,close_hc,return_hc,volume_hc,open_interest_hc,rv_hc,close_i,return_i,volume_i,open_interest_i,rv_i,close_lh,return_lh,volume_lh,open_interest_lh,rv_lh,close_MA,return_MA,volume_MA,open_interest_MA,rv_MA,close_ni,return_ni,volume_ni,open_interest_ni,rv_ni,close_p,return_p,volume_p,open_interest_p,rv_p,close_PF,return_PF,volume_PF,open_interest_PF,rv_PF,close_rb,return_rb,volume_rb,open_interest_rb,rv_rb,close_SA,return_SA,volume_SA,open_interest_SA,rv_SA,close_sc,return_sc,volume_sc,open_interest_sc,rv_sc,close_sn,return_sn,volume_sn,open_interest_sn,rv_sn,close_TA,return_TA,volume_TA,open_interest_TA,rv_TA,close_v,return_v,volume_v,open_interest_v,rv_v
2021-01-12,5286.9185,0.024421960465383252,1909380.0,653581.0,0.00030661361714558747,14924.0934,-0.0034215068733436382,333017.0,363129.0,9.585995533059139e-05,6086.8611,0.000990290929082871,274991.0,395849.0,0.00014406060493689525,389.0937,0.0059398205049585595,211955.0,175632.0,8.41777483612507e-05,2622.1926,0.01980540648511253,798811.0,651172.0,0.0005306201081499821,2858.1369,0.009917458572929805,1004789.0,1565473.0,9.772827480363755e-05,15218.2488,0.006560600231018343,445040.0,673616.0,0.00022301375619634202,58703.7856,0.000608120851921301,331414.0,295061.0,0.00011541936538381527,22007.4905,-0.0014201325086449224,16162.0,9516.0,0.00017085041973993216,6808.328,0.009223065826308607,383433.0,107515.0,0.0004970226856227774,1779.4699,-0.008460242260746598,1094147.0,517261.0,0.0002806131403866641,2216.2356,0.019770587053014488,1731616.0,491069.0,0.0006920026170140718,4454.1966,0.00045018271111074704,761493.0,670214.0,0.00018780087176951848,1043.8752,0.0028055975922871568,559239.0,616483.0,0.0006943376920254503,25230.2929,-0.014597719735293335,43508.0,20569.0,0.0011542260733570955,2348.7646,0.006321782323507996,1810058.0,1263349.0,0.00029938412420620124,129897.3384,0.018657344844508872,1051359.0,300896.0,0.00020493891867712826,7100.813,-0.001757773582016564,704342.0,427397.0,0.0005094707138841728,6648.7628,0.011292658824166413,117967.0,119107.0,0.00031893927971326055,4307.9018,-0.004813228431295391,2375500.0,1555557.0,0.00018446049647362432,1524.6967,-0.011033098712368461,474231.0,215781.0,0.00033800673010907987,344.0675,0.03315041550622699,210534.0,97131.0,0.0006284995183002101,153255.4941,-0.0035900932071805114,90531.0,54872.0,0.00010275628972039991,3976.327,0.013886967325385857,2048881.0,3161272.0,0.0002404619453753434,7023.6823,0.01240025878490103,285696.0,448930.0,0.0002470344057457146
2021-01-13,5289.6126,0.000509578500217156,1371024.0,663715.0,0.00030875817106099503,14759.4774,-0.011030217755136795,319999.0,370726.0,0.0001361836017076203,6153.1706,0.010893874348471666,432080.0,407670.0,0.00026557119281119494,389.1659,0.00018555941666487108,206524.0,174720.0,6.039878561456073e-05,2669.0902,0.017884880004619186,593698.0,652869.0,0.0005098039588512399,2862.3593,0.0014773260161191626,1178398.0,1554347.0,0.0002302187629159577,15363.1313,0.009520313533052382,368323.0,674801.0,0.0002836833952341271,58791.7422,0.001498312231502874,226519.0,294214.0,8.613917749872649e-05,22187.4987,0.008179406007241097,11223.0,9661.0,0.00014513578663119585,6947.1307,0.020387193448964114,337056.0,117729.0,0.0004772734910652204,1741.8801,-0.02112415613211549,988845.0,542250.0,0.0003635547036026077,2256.6402,0.018231184446274584,1625904.0,507181.0,0.000503471593196817,4430.1165,-0.00540616011426176,556698.0,671442.0,0.00018516661842166138,1029.3259,-0.013937777236205928,506552.0,628421.0,0.0008129492701847556,25505.8909,0.010923297683951949,17953.0,20609.0,0.0010009806197817802,2366.3749,0.00749768623045477,1598572.0,1185922.0,0.00032558239228523434,131039.8972,0.00879585997737431,1046627.0,314090.0,0.00023634725425039472,7040.9602,-0.008429006650365167,773088.0,438736.0,0.00034297319449835145,6729.2889,0.01211144124437702,153835.0,120155.0,0.0004003664598484513,4274.8431,-0.00767396786992669,2100008.0,1539702.0,0.00020550024877273148,1501.8708,-0.014970780746098589,440677.0,253212.0,0.0003139527811842464,350.1211,0.017594222063984644,178099.0,100629.0,0.0006357092104143529,153320.5385,0.00042441806332593757,86869.0,56507.0,9.816538619424819e-05,4074.8699,0.02478239339973798,2148241.0,3161304.0,0.00044350620816888554,7037.207,0.001925585387027029,288615.0,458351.0,0.00027380241738981153
2021-01-14,5238.4117,-0.00967951792915811,1255121.0,670013.0,0.00029523002320607406,14807.467,0.003251443035510171,297874.0,372219.0,9.273379909539366e-05,6073.4145,-0.012961789162809878,371429.0,424470.0,0.00020755523417610578,386.4715,-0.006923525416795306,171505.0,177641.0,9.019800324931132e-05,2673.3099,0.001580950692486871,690465.0,645446.0,0.0003655322015873083,2835.5457,-0.009367656953478853,1024841.0,1543658.0,0.00012403043508602853,14977.765,-0.025083838214674303,477505.0,652185.0,0.0001857107350334264,58751.6354,-0.0006821842404935996,190739.0,291651.0,7.360401505886372e-05,21724.2512,-0.02087876178669934,14369.0,9963.0,0.00019080512234632366,6765.1444,-0.026195894083293925,340941.0,108359.0,0.00043871760525980997,1696.4366,-0.026088764662963948,1136013.0,539251.0,0.00028866504482052643,2236.9021,-0.008746675699564332,1559608.0,490710.0,0.0002956458483039552,4421.5389,-0.0019362019034940836,501007.0,675012.0,0.00019132756009968766,1048.9795,0.019093661200985768,483760.0,642622.0,0.0005808327951713768,24484.908,-0.04002929770235941,27387.0,22999.0,0.0005643516323413979,2323.6556,-0.018052634009936397,1406820.0,1183982.0,0.00023490521263143038,132022.7456,0.007500375236863199,1076144.0,331538.0,0.00022649792099362718,6798.0329,-0.03450201294988153,801878.0,437085.0,0.0002932642382317317,6600.2843,-0.01917061400053721,141899.0,113507.0,0.00019516740740775927,4275.8623,0.0002384181070878011,1636123.0,1531230.0,0.00017870592656866972,1520.0433,0.012099908993503439,407021.0,235187.0,0.00027471212713627203,343.6482,-0.018487603289262022,199175.0,98334.0,0.00035650087689147956,153527.9811,0.001352999422187695,57169.0,55754.0,6.97017784450962e-05,4050.8676,-0.005890323026018551,2836918.0,3307821.0,0.0002679563256952866,7018.0553,-0.0027214916372362286,353819.0,459866.0,0.0002078402967810575
2021-01-15,5267.7893,0.005608112092449824,1562908.0,655147.0,0.000574544911792282,14873.2498,0.004442542401073668,292166.0,383040.0,0.0001132131645796357,6078.2996,0.0008043416104730472,448475.0,428573.0,0.0002531798371839067,387.8037,0.0034470847138792227,200143.0,178621.0,7.669125577832806e-05,2704.2466,0.011572433109980906,711742.0,644759.0,0.0005112734327421408,2857.5649,0.007765418839837279,757766.0,1560620.0,0.00011175835864633809,14996.3911,0.0012435834051343075,340364.0,646117.0,0.00012668518411256203,58712.0146,-0.0006743778233617714,281212.0,293360.0,0.0001659920048272739,21689.9933,-0.0015769427302516625,12169.0,9731.0,0.00014975439769975894,6848.8625,0.01237491693451509,199605.0,114343.0,0.0012632737343193686,1703.4565,0.004138026732033451,1073505.0,516036.0,0.00024487192600421896,2208.3114,-0.012781381894182875,1773985.0,493716.0,0.0005410281441981523,4482.2857,0.01373883649423524,718255.0,689873.0,0.0002009521138289737,1046.4871,-0.002376023554320983,431913.0,623067.0,0.0005862760846642981,24327.0801,-0.006445925792328944,22871.0,23045.0,0.0006465923874750901,2307.6342,-0.006894911621154187,1763355.0,1291020.0,0.0003543366798552816,132364.9657,0.0025921298519033797,1221751.0,344833.0,0.000609665581676817,6652.6723,-0.02138274441125465,935163.0,431821.0,0.0005776721345091726,6580.6071,-0.002981265519123144,134060.0,118573.0,0.0002591406030771348,4343.1177,0.01572908463399303,2308137.0,1633318.0,0.00016573730228448247,1544.4802,0.016076449927446168,390454.0,241521.0,0.00037009777366011964,342.1962,-0.004225251288963561,220572.0,93911.0,0.0004779296800374884,153827.8284,0.001953046590280394,56209.0,56190.0,0.00015398436255598564,4052.8245,0.00048308169835031833,2467882.0,3375299.0,0.00027270124789841466,7036.6304,0.002646758853553033,303338.0,465235.0,0.00022985610821446705
2021-01-18,5245.4136,-0.00424764521238552,2086142.0,655001.0,0.0003305239365799932,14937.0521,0.004289734984482152,314607.0,373109.0,9.382420318353703e-05,6319.3611,0.03965936460256092,636634.0,407387.0,0.0006064600424944992,386.7812,-0.002636643229551372,225742.0,181451.0,7.872964582786288e-05,2708.1519,0.0014441360488350874,716211.0,622156.0,0.00040149923843618777,2871.6714,0.004936545798137626,904203.0,1589451.0,0.0001016980211384797,15234.1573,0.015854894581937007,330873.0,634834.0,0.00010552077171946296,59282.1223,0.009710239103258411,291920.0,294927.0,8.500513533186773e-05,22076.5792,0.017823237409667625,11439.0,8590.0,0.000145585491824138,6893.5591,0.006526134814357931,246511.0,121756.0,0.0017068131968176273,1742.7279,0.023053949425770437,1076574.0,531698.0,0.00027909866732057925,2185.8642,-0.010164870769584389,1499301.0,493244.0,0.000340278673147007,4493.1118,0.002415307886331153,510273.0,669446.0,0.00017023336501325058,1067.5792,0.020155145725159862,452890.0,618075.0,0.0004639640172147977,24762.831,0.017912174342698872,21896.0,22713.0,0.0007624783835404952,2345.345,0.016341758152136787,1319757.0,1224516.0,0.00018114033280296942,134882.1478,0.019016981470044714,932046.0,335795.0,0.0001992308129300707,6729.7709,0.011589117353638434,739004.0,426947.0,0.0003334716712298039,6628.5881,0.007291272563590745,108050.0,119398.0,0.00026092757074643995,4372.7409,0.006820722358042541,1728511.0,1650989.0,0.00014189554407016908,1553.8384,0.006059125911747065,412273.0,232079.0,0.00030642703047589775,336.6083,-0.016329520900582706,209781.0,91922.0,0.00028043568928383486,156890.7157,0.019911139173307113,73864.0,54074.0,7.749479741801764e-05,4000.7801,-0.01284151336925643,2067059.0,3267387.0,0.0003292894835984004,7190.2567,0.021832367378568085,422513.0,453638.0,0.00032707051629751835
2021-01-19,5271.4989,0.004972972960606947,997405.0,658701.0,0.00026200201000664347,14748.0101,-0.01265591086744633,265187.0,373331.0,0.00011022416209357156,6257.8001,-0.009741649357559168,350504.0,403117.0,0.00021711159491611637,387.6334,0.0022033128807708025,105664.0,184162.0,4.6915472650045906e-05,2708.9472,0.00029366890387505507,589094.0,625431.0,0.00038063952828788794,2858.6973,-0.004517961212414656,813531.0,1587707.0,0.00010334690947014326,15272.1437,0.0024935018886800275,369043.0,629082.0,0.0001228241778599363,58906.0914,-0.006343074191863196,177510.0,292178.0,6.678029949825152e-05,22141.7087,0.0029501626773771328,12994.0,8714.0,0.00015704033294415887,7079.7104,0.027003656210041083,327683.0,141434.0,0.0005777143278791559,1739.5447,-0.0018265616795370976,903650.0,556151.0,0.00018143530829514644,2196.341,0.004792978447608842,1086027.0,482248.0,0.00021863667187886922,4372.6697,-0.02680594326631247,715077.0,693262.0,0.00019336799289967576,1039.4429,-0.026355234347016032,427262.0,597341.0,0.0005193584730158697,24642.9584,-0.004840827771267264,9595.0,22069.0,0.00025576212365830846,2319.2702,-0.011117682046777766,1354361.0,1214306.0,0.00023705078946524777,133444.6179,-0.01065767355759728,728921.0,321570.0,0.00021121442018014801,6685.3437,-0.006601591742149804,655612.0,443905.0,0.00030178513925772005,6647.832,0.0029031672672497066,189747.0,123747.0,0.00022926454746223605,4270.429,-0.02339765889170331,2123409.0,1631890.0,0.0001256823987859886,1547.2122,-0.00426440741842915,279098.0,222130.0,0.00024384206275778527,338.0991,0.00442888663173191,123262.0,90540.0,0.00023734668266370412,157899.3233,0.006428727127031575,66340.0,56597.0,8.62589141034102e-05,3997.7443,-0.0007588020146370722,1613563.0,3285033.0,0.000179687338167953,7198.9525,0.001209386585599992,387849.0,438822.0,0.00023160449045995433
2021-01-20,5330.2904,0.011152710285114553,1240303.0,673987.0,0.00034799179651313764,14808.6644,0.004112710771740025,262448.0,378680.0,9.42286757461492e-05,6252.5657,-0.0008364600844312786,385755.0,421314.0,0.00016178119702880647,388.8308,0.0030890011025881403,150457.0,188223.0,8.512039871760704e-05,2712.4893,0.0013075559390747227,698398.0,638065.0,0.00032838040620946176,2834.1951,-0.00857110684646456,842555.0,1566389.0,0.00011761389726932076,15114.3887,-0.010329591123478088,368483.0,618864.0,9.130525907434979e-05,59138.103,0.003938669066065437,219163.0,294174.0,9.086075190942415e-05,21952.0927,-0.008563747385945786,13560.0,8580.0,0.00013774541079207252,7102.4854,0.0032169394951522268,282641.0,142966.0,0.00033456813555037554,1743.1175,0.0020538707628496855,805758.0,557604.0,0.00020595739537560475,2219.4345,0.01051453303471539,1256393.0,488302.0,0.00026055150463197264,4402.5857,0.006841586960021129,560975.0,684819.0,0.00016991435746997407,1052.5774,0.012636095739361863,384961.0,608047.0,0.0003202645419058406,24543.346,-0.00404222570939361,8542.0,21802.0,0.00027855579365699027,2269.3008,-0.021545311969256464,1598414.0,1328431.0,0.00025297320397950053,133946.9608,0.0037644298279337907,962823.0,325914.0,0.00015818100848974384,6520.9217,-0.02459439744287195,915009.0,464432.0,0.0002820338019017509,6661.3848,0.002038679677825783,106384.0,123010.0,0.00020191359869026838,4291.7301,0.004988046868358964,1632742.0,1634279.0,0.00012435316877420214,1583.3182,0.02333616552403095,403236.0,244719.0,0.00024431310850731947,345.3611,0.021478909585976425,145742.0,92877.0,0.0002083503166688053,157933.3423,0.00021544740844370303,53087.0,56345.0,0.0001249055936674162,4003.7468,0.0015014717174381964,1548587.0,3313420.0,0.00015914134475906907,7206.0972,0.000992463834148083,280734.0,436470.0,0.0002381352984682004
2021-01-21,5413.1029,0.015536207933436463,1694411.0,695909.0,0.00028247394026246635,14976.3927,0.011326362423339287,288166.0,391355.0,0.00012446386404451937,6149.4871,-0.0164858083778312,504053.0,444522.0,0.00017883561246713595,392.7639,0.010115196635657409,208274.0,191813.0,5.872562895197089e-05,2714.4884,0.0007369982989426926,509025.0,636995.0,0.0002536981642326559,2839.113,0.0017352016450808971,736435.0,1565222.0,9.021991717884382e-05,15293.5487,0.011853605432285752,292140.0,622625.0,0.0001111706943923845,59343.7387,0.0034772116379857554,218635.0,297888.0,7.61920124026073e-05,22245.8188,0.013380323416728235,9823.0,8427.0,0.00011751090801256704,6909.1624,-0.02721906334365709,293427.0,140056.0,0.00042420634856448934,1765.1379,0.01263276858846285,1025374.0,556900.0,0.00023654334137303442,2196.9685,-0.010122398295601798,1215703.0,496155.0,0.0002800624406481742,4420.2336,0.004008530714121106,912584.0,718788.0,0.0001584102323593452,1054.2369,0.0015766061479185467,450610.0,619870.0,0.00038432088792506643,24504.5068,-0.0015824737181312498,7182.0,21492.0,0.00016229959100718864,2321.1937,0.022867351917383427,1544447.0,1257573.0,0.00022857496581954337,135585.4861,0.012232642608789979,922752.0,349360.0,0.00017319403517591914,6579.7372,0.009019507165681784,603762.0,463737.0,0.00022459869567640503,6618.5615,-0.006428588241892297,132250.0,123431.0,0.00016733492548991988,4348.6073,0.013252743922550048,2269249.0,1702450.0,0.00013759261456915438,1571.1915,-0.007659041625366236,347932.0,234528.0,0.00020666454372240958,343.2468,-0.006121998105750759,137533.0,91600.0,0.00022527306474487164,161593.9191,0.023177986020498587,95345.0,64499.0,0.00011979366533917064,3984.7359,-0.0047482772886636715,1680695.0,3329371.0,0.00017156804973772358,7388.0314,0.025247258668672945,319874.0,446696.0,0.0002490372520340615
2021-01-22,5320.9543,-0.017023249271688412,1277954.0,670824.0,0.00046012462976555726,14894.7272,-0.005452948626273768,333383.0,380354.0,0.00021139100052740636,6125.1745,-0.003953598016328885,374963.0,449614.0,0.00017771735286469304,390.8921,-0.004765712938485267,156178.0,189438.0,0.00011677093225797501,2663.7103,-0.018706324182486855,667218.0,628833.0,0.0004616766854265701,2811.9066,-0.009582711220018414,1069125.0,1554989.0,0.00010864658628430919,15224.4361,-0.004519068880331156,468503.0,618812.0,0.0001579427982182247,58825.7702,-0.00872827549033417,238681.0,287274.0,0.0001329163852467891,22132.8777,-0.005076958551869515,22978.0,8142.0,0.00019667002829580212,6866.3899,-0.006190692521571117,341461.0,141010.0,0.0003426119092625177,1784.4846,0.010960446773025545,1152420.0,561350.0,0.0003487061555465112,2126.3769,-0.032131366471572,1565293.0,531503.0,0.0005019726835982931,4350.2774,-0.015826358136366236,600626.0,738500.0,0.00024617040355075177,1040.9156,-0.01263596445922166,363495.0,601259.0,0.0008718876620051447,24226.2488,-0.011355380553915051,8615.0,21617.0,0.00017256074210904713,2341.1,0.00857588920735064,1541108.0,1279924.0,0.0002452325203135222,133231.9892,-0.017358029739733327,987833.0,320684.0,0.0002166817380393232,6461.4901,-0.017971401654157226,698321.0,482630.0,0.0002507989274373131,6499.8523,-0.01793580070231282,154509.0,122407.0,0.00020895281180325468,4276.8286,-0.016506135194134464,2029863.0,1626693.0,0.00022256653565237206,1554.9425,-0.010341832933795647,499324.0,240896.0,0.00042297574018051234,335.7361,-0.021881340190207155,156267.0,93808.0,0.0005276188545864542,162583.5422,0.006124135768918348,115043.0,67494.0,0.0001344449320704805,3916.989,-0.01700160354416469,2631353.0,3263661.0,0.0002975547733206028,7414.1968,0.003541592960744522,405040.0,437771.0,0.00031924969957295606
2021-01-25,5309.744,-0.002106821327144348,1358523.0,654687.0,0.00031223745064862165,14944.5444,0.0033446198329836196,334406.0,380437.0,0.0001235079593159869,6129.6684,0.0007336770568739936,298180.0,453423.0,0.0001738313224387496,389.1598,-0.004431657738798056,162892.0,185636.0,8.187188783301022e-05,2662.7037,-0.00037789394740117555,537066.0,624982.0,0.0003177470068948807,2765.9427,-0.01634616882367279,1260847.0,1525953.0,0.00026898030901285544,15153.5861,-0.004653702740425314,347682.0,619576.0,0.00011610334480738028,59115.3842,0.004923250456650985,257151.0,286738.0,4.8395615171143416e-05,21902.7755,-0.010396397753555608,15077.0,8384.0,0.00012168137691273989,6908.8679,0.006186365851435172,264894.0,133398.0,0.0002599637403548591,1810.8228,0.014759555784342293,1685831.0,615142.0,0.00040215879345162494,2105.681,-0.009732940571354098,1405502.0,533642.0,0.0002932201829282005,4412.6336,0.014333844549775154,945055.0,712378.0,0.0001840871033004182,1040.3436,-0.0005495162143790422,466909.0,612440.0,0.00039711884744639714,24611.1435,0.015887507107579912,12299.0,20809.0,0.00035734157810043504,2282.9274,-0.024848404596130025,1748605.0,1256716.0,0.0003105234737684921,135801.419,0.019285381952399705,1035732.0,334443.0,0.00020123622895586448,6538.7711,0.011960244278637733,878615.0,487498.0,0.0005026147156753192,6516.9467,0.0026299674532606065,90943.0,114571.0,0.00016867460790802636,4303.1468,0.0061536719053929545,2372229.0,1641751.0,0.00014285288454925663,1579.9358,0.01607345609242783,387691.0,234244.0,0.00027883320788244404,335.9122,0.0005245191089071621,199538.0,90044.0,0.0002560688944193581,169608.5956,0.04320888390633182,152968.0,73685.0,0.0002906312696201212,3953.1911,0.00924232873771147,2246215.0,3174684.0,0.00018924178457348668,7273.947,-0.018916384846973555,532629.0,408273.0,0.000368869160509568
