date,open,high,low,close,volume,open_interest
2020-01-03,1912.8812,1918.8848,1909.5636,1914.5961,305682.0,1219657.0
2020-01-06,1914.4816,1914.4816,1906.594,1909.755,244076.0,1194271.0
2020-01-07,1911.2672,1923.6356,1910.7487,1922.0605,412858.0,1248705.0
2020-01-08,1922.2755,1925.8967,1914.0596,1915.6516,351171.0,1235416.0
2020-01-09,1914.3396,1920.5653,1910.5068,1918.8005,285387.0,1229565.0
2020-01-10,1916.2004,1917.9122,1905.6135,1910.3848,420852.0,1205084.0
2020-01-13,1911.1559,1918.6504,1907.0448,1917.8726,329466.0,1192964.0
2020-01-14,1917.6047,1926.9025,1917.03,1918.2154,357873.0,1187550.0
2020-01-15,1919.0758,1925.238,1917.832,1922.5337,263825.0,1188388.0
2020-01-16,1923.167,1944.9187,1921.2155,1944.7514,585751.0,1243614.0
2020-01-17,1944.6983,1949.3426,1938.8787,1947.388,327474.0,1241015.0
2020-01-20,1947.8631,1949.7018,1936.8023,1944.2497,371645.0,1203748.0
2020-01-21,1943.416,1944.081,1928.925,1930.021,355670.0,1124521.0
2020-01-22,1930.078,1934.3879,1914.8546,1928.7306,554068.0,989641.0
2020-01-23,1930.8591,1931.4514,1916.8026,1918.4207,303754.0,937309.0
2020-02-03,1925.4716,1944.4933,1919.8838,1932.8471,573379.0,874078.0
2020-02-04,1932.9443,1954.2369,1932.9388,1950.7788,648489.0,878789.0
2020-02-05,1936.9835,1940.0083,1921.8072,1930.8732,644793.0,834869.0
2020-02-06,1932.5173,1944.4718,1928.1011,1944.211,425380.0,872743.0
2020-02-07,1944.1159,1956.3494,1944.1159,1950.0573,483262.0,921803.0
2020-02-10,1946.8251,1951.2599,1933.0618,1936.7397,472506.0,879662.0
2020-02-11,1935.6501,1939.5975,1931.6166,1933.0254,372603.0,879122.0
2020-02-12,1934.0355,1941.3968,1931.9056,1934.9232,310142.0,901909.0
2020-02-13,1936.054,1939.97,1933.6172,1938.1514,217519.0,896004.0
2020-02-14,1936.2214,1938.2336,1928.3755,1932.608,374796.0,874822.0
2020-02-17,1932.6215,1944.2483,1929.262,1943.5277,438473.0,928682.0
2020-02-18,1941.8598,1941.88,1923.1156,1924.0758,525874.0,920780.0
2020-02-19,1922.0417,1929.3644,1918.5115,1926.1308,378692.0,953087.0
2020-02-20,1924.4122,1928.0567,1919.365,1921.0568,280138.0,973765.0
2020-02-21,1920.2865,1929.7205,1917.7983,1928.8306,264160.0,990437.0
2020-02-24,1928.5004,1934.1552,1927.2008,1930.0267,281840.0,976756.0
2020-02-25,1930.3663,1936.8258,1926.8482,1933.3224,294602.0,976692.0
