date,open,high,low,close,volume,open_interest
2020-01-03,7726.6368,7757.0309,7586.6239,7593.4297,156669.0,111938.0
2020-01-06,7567.9504,7579.5601,7434.4053,7478.2366,180630.0,116257.0
2020-01-07,7474.6044,7529.8727,7450.1505,7504.5715,115331.0,116545.0
2020-01-08,7506.1894,7551.4321,7439.4338,7504.4136,134602.0,117067.0
2020-01-09,7505.295,7550.9454,7378.915,7381.0618,151871.0,128304.0
2020-01-10,7391.784,7485.9223,7359.0515,7457.6686,139881.0,120245.0
2020-01-13,7466.4024,7474.0045,7295.4114,7308.6623,152268.0,132322.0
2020-01-14,7305.4533,7375.5981,7303.2819,7323.112,102860.0,130604.0
2020-01-15,7322.9815,7390.5015,7270.2162,7346.251,140574.0,129237.0
2020-01-16,7347.4315,7411.9201,7342.2828,7370.5815,110950.0,128976.0
2020-01-17,7375.7231,7509.7026,7372.0545,7484.8143,152150.0,119042.0
2020-01-20,7441.3032,7485.8389,7396.3841,7433.4938,96507.0,123552.0
2020-01-21,7439.3467,7490.4429,7345.8578,7359.9402,123265.0,126359.0
2020-01-22,7363.5312,7436.483,7307.2595,7377.308,106680.0,119300.0
2020-01-23,7383.5175,7454.0593,7354.3548,7429.8842,110847.0,108606.0
2020-02-03,6919.055,7095.0651,6912.4159,6923.2763,197182.0,113490.0
2020-02-04,6895.9435,7081.5015,6884.9888,7053.779,132830.0,107668.0
2020-02-05,7040.1745,7145.7598,7040.1745,7076.6485,153522.0,119062.0
2020-02-06,7094.2589,7108.2339,7057.2106,7085.9363,101901.0,125226.0
2020-02-07,7083.0037,7156.6452,7021.0905,7115.0608,126438.0,125561.0
2020-02-10,7091.9144,7153.1339,7079.4397,7087.9581,125762.0,134424.0
2020-02-11,7082.3048,7109.6185,7058.664,7085.0184,116207.0,138237.0
2020-02-12,7082.5157,7128.4332,7010.6548,7079.9874,171480.0,143478.0
2020-02-13,7079.4075,7112.8003,7008.2047,7029.2719,169922.0,150924.0
2020-02-14,7034.6105,7044.7812,6947.8676,6964.2879,182284.0,162029.0
2020-02-17,6946.1448,7087.2143,6917.4316,7078.9831,213035.0,150078.0
2020-02-18,7075.1098,7120.5349,7046.9513,7071.878,178257.0,151770.0
2020-02-19,7065.9796,7129.6973,7065.1404,7091.3532,139151.0,156292.0
2020-02-20,7090.9462,7352.7434,7079.4869,7337.2162,419614.0,145151.0
2020-02-21,7327.2467,7384.5272,7298.5696,7357.1581,243344.0,143433.0
2020-02-24,7361.0825,7423.6506,7243.0372,7352.5542,246446.0,141616.0
2020-02-25,7286.3251,7394.5726,7282.1028,7376.1229,197557.0,144236.0
2020-02-26,7388.9854,7450.3005,7231.769,7237.5886,288950.0,149576.0
2020-02-27,7219.6024,7240.7275,6954.2463,6987.738,414256.0,171222.0
2020-02-28,6941.0053,7016.6881,6835.3329,6901.1762,392538.0,153798.0
2020-03-02,6921.5764,7040.9001,6917.3288,6977.7063,259949.0,153728.0
2020-03-03,7026.1203,7107.573,6904.2274,6969.7876,329017.0,166210.0
2020-03-04,6972.5685,7016.2027,6940.8486,7003.8507,204263.0,163722.0
2020-03-05,7010.8463,7040.8012,6973.2706,6985.6708,191348.0,167638.0
2020-03-06,6967.7324,6982.8084,6910.8628,6949.3025,201471.0,170897.0
2020-03-09,6874.4932,7016.1884,6798.1703,7014.4848,289419.0,151333.0
2020-03-10,7019.5455,7056.5054,6972.5612,6985.3273,209039.0,153216.0
2020-03-11,6994.7772,7006.9075,6949.9875,6967.2119,170004.0,153581.0
2020-03-12,6966.1253,6983.5375,6771.8266,6840.0528,271068.0,151142.0
2020-03-13,6790.7891,6827.1054,6622.1318,6719.5981,288006.0,139585.0
2020-03-16,6815.2695,6996.5428,6739.4741,6956.1237,317502.0,120211.0
2020-03-17,6934.3656,6968.7462,6887.8973,6934.2664,170937.0,120053.0
2020-03-18,6932.5135,6943.9911,6713.8211,6742.3473,274519.0,124466.0
2020-03-19,6750.7074,6790.2436,6513.4127,6717.6555,283165.0,112165.0
2020-03-20,6756.8649,6821.9473,6689.8767,6817.5978,199843.0,106006.0
2020-03-23,6825.9987,6852.1512,6729.201,6813.1809,184429.0,106282.0
2020-03-24,6832.4993,6899.0196,6745.1384,6807.6145,216436.0,109941.0
2020-03-25,6859.6401,6866.4729,6725.5418,6771.1508,177270.0,116905.0
2020-03-26,6784.3027,6995.7092,6763.0515,6989.1599,222086.0,116114.0
2020-03-27,7008.599,7097.7482,6982.5919,7058.2437,252392.0,115375.0
2020-03-30,7066.8897,7073.0426,6885.1263,6907.2825,193152.0,115831.0
2020-03-31,6946.8664,7110.0304,6925.1322,7108.8666,221997.0,113426.0
2020-04-01,7125.9995,7131.4919,6960.1789,6990.3132,185711.0,110486.0
2020-04-02,6998.4426,7104.4046,6992.0989,7098.0963,206453.0,105841.0
2020-04-03,7099.374,7107.3268,6941.2264,7024.3612,196681.0,102562.0
2020-04-07,7031.4945,7155.1871,7030.8608,7120.2505,181377.0,106108.0
2020-04-08,7109.4096,7372.4835,7072.864,7351.2237,282559.0,115961.0
2020-04-09,7349.2247,7387.1115,7295.5631,7352.5983,192461.0,116412.0
2020-04-10,7405.7331,7555.8931,7365.1494,7371.7879,297921.0,115041.0
2020-04-13,7342.7639,7453.9028,7321.966,7388.6231,211350.0,113972.0
2020-04-14,7399.4852,7502.0875,7386.6826,7411.7948,186146.0,113897.0
2020-04-15,7406.8904,7412.6767,7306.4335,7355.375,204758.0,113180.0
2020-04-16,7353.3245,7387.5528,7201.4955,7218.1502,240389.0,115435.0
2020-04-17,7239.2767,7280.4833,7184.3983,7235.0558,210258.0,112267.0
2020-04-20,7258.5848,7365.9025,7258.0956,7280.7256,187074.0,112399.0
2020-04-21,7311.2485,7359.2669,7216.8762,7232.8472,241459.0,108814.0
2020-04-22,7279.6496,7758.5985,7194.0175,7746.1107,478821.0,97554.0
2020-04-23,7769.2533,7781.0989,7613.7133,7660.6149,279849.0,96385.0
2020-04-24,7757.9305,8276.6897,7752.4187,8268.4108,457225.0,124649.0
2020-04-27,8725.6153,8859.2975,8561.4913,8704.2482,697783.0,110980.0
2020-04-28,8627.0076,8803.5507,8521.585,8753.4653,524881.0,129989.0
2020-04-29,8759.2088,8895.6529,8703.6388,8888.1189,257527.0,123008.0
2020-04-30,8891.7287,8940.262,8633.6238,8910.4049,314132.0,106437.0
2020-05-06,9069.4306,9247.1633,8882.4995,8996.5233,259330.0,111790.0
2020-05-07,8968.0331,9135.1585,8911.5538,9070.4153,233428.0,120209.0
2020-05-08,9066.707,9082.1914,8907.8225,9050.119,245633.0,121606.0
2020-05-11,9320.2062,9329.1723,9222.9885,9260.3426,245643.0,139665.0
2020-05-13,9221.3059,9225.1469,9044.7311,9135.631,242980.0,128601.0
2020-05-14,9107.1682,9112.2167,8907.907,9011.4131,265204.0,123161.0
2020-05-15,9051.5806,9103.0423,9001.0633,9047.3122,170914.0,121841.0
2020-05-18,9198.4907,9319.46,9018.5031,9027.0138,247371.0,130947.0
2020-05-19,9053.6139,9117.2565,9006.4005,9108.6766,197094.0,120469.0
2020-05-20,9104.3864,9131.4279,8972.6398,9009.1529,218247.0,126232.0
2020-05-21,9010.8739,9018.4126,8839.7907,8886.4027,279297.0,136089.0
2020-05-22,8877.6357,8978.2338,8838.2833,8958.2338,199307.0,122455.0
2020-05-25,8966.0186,9076.7375,8929.641,8950.8792,212509.0,123317.0
2020-05-26,8948.0231,8948.5845,8822.7202,8869.5201,188403.0,122235.0
2020-05-27,8853.5929,8910.3561,8840.6844,8869.8769,112440.0,118888.0
2020-05-28,8861.484,8864.724,8722.5912,8735.7459,215931.0,135956.0
2020-05-29,8737.3675,8788.5023,8727.0212,8771.533,109295.0,123560.0
2020-06-01,8768.1564,8918.2558,8677.7895,8697.8954,226890.0,134117.0
2020-06-02,8735.5776,8837.4304,8669.6666,8795.9606,178074.0,123542.0
2020-06-03,8806.6893,8827.272,8667.8037,8707.9813,175681.0,128444.0
2020-06-04,8697.7569,8719.3548,8595.6497,8617.578,178689.0,130717.0
2020-06-05,8635.4952,8645.22,8535.8829,8560.256,151450.0,130710.0
2020-06-08,8543.6751,8567.6789,8405.86,8450.7875,169017.0,136696.0
2020-06-09,8448.2348,8493.9826,8349.9092,8349.9092,168018.0,136892.0
2020-06-10,8343.7497,8373.8926,8134.1837,8178.7681,274560.0,151943.0
2020-06-11,8189.6292,8242.2312,8157.1773,8209.0193,166130.0,139123.0
2020-06-12,8196.4904,8327.3929,8084.5239,8273.1105,274900.0,139369.0
2020-06-15,8228.1361,8291.034,8115.6232,8166.5999,187725.0,135262.0
2020-06-16,8188.5949,8275.5682,8171.3985,8194.9833,165702.0,131292.0
2020-06-17,8182.0086,8271.8852,8151.5422,8228.5668,171855.0,133315.0
2020-06-18,8238.409,8249.0541,8153.5162,8198.2601,158603.0,132893.0
2020-06-19,8199.1524,8222.0115,7979.0007,7991.5689,283366.0,162648.0
2020-06-22,7949.3263,7975.6775,7876.4977,7877.8664,211173.0,164067.0
2020-06-23,7873.1197,7952.6948,7834.1907,7894.778,198959.0,160111.0
2020-06-24,7891.312,7921.2997,7804.4797,7811.4999,171808.0,159435.0
2020-06-29,7834.9931,7888.5823,7749.7027,7857.6428,211199.0,159134.0
2020-06-30,7865.4952,7976.3354,7865.4952,7897.6837,192479.0,155918.0
2020-07-01,7882.7438,7950.0021,7875.07,7903.0955,127791.0,153092.0
2020-07-02,7909.2235,8071.2322,7894.9845,8039.0361,262845.0,154237.0
2020-07-03,8035.9318,8110.1369,8021.0766,8041.7094,155748.0,147126.0
2020-07-06,8031.5546,8076.1403,7970.237,8038.5086,171595.0,149159.0
2020-07-07,8037.0658,8085.5324,7977.5209,7989.4688,157850.0,150310.0
2020-07-08,8016.8242,8043.1834,7991.3858,8024.7566,111465.0,146729.0
2020-07-09,8030.1837,8135.73,8029.8615,8089.8894,181458.0,146724.0
2020-07-10,7833.5178,7878.2882,7710.4204,7752.1732,195615.0,164439.0
2020-07-14,7744.0118,7814.4924,7700.8217,7766.264,160883.0,159786.0
2020-07-15,7761.9609,7811.4937,7722.1557,7744.0066,159136.0,167624.0
2020-07-16,7736.8537,7774.8277,7552.3793,7561.2483,231620.0,185698.0
2020-07-17,7586.4857,7720.444,7527.4774,7683.5094,199316.0,165647.0
2020-07-21,7679.1038,7735.8824,7576.0338,7585.2688,180581.0,171429.0
2020-07-22,7577.3658,7693.1598,7566.3509,7626.9316,178928.0,171593.0
2020-07-23,7645.8093,7671.0449,7428.0325,7471.0573,288257.0,192192.0
2020-07-24,7469.7392,7569.6722,7343.4536,7540.8201,324318.0,177835.0
2020-07-27,7528.2558,7551.6877,7446.6076,7498.4897,164830.0,176189.0
2020-07-28,7557.6893,7564.1579,7457.2981,7497.4216,161859.0,179881.0
2020-07-29,7470.2092,7488.2622,7359.535,7383.43,236576.0,198744.0
2020-07-30,7383.1526,7443.2909,7310.7837,7315.2677,229864.0,203961.0
2020-07-31,7310.0015,7321.6932,7198.6131,7202.0493,229574.0,215712.0
2020-08-03,7193.0614,7198.4512,7067.3815,7178.4332,260238.0,218145.0
2020-08-04,7184.3124,7251.2569,7163.813,7223.266,174937.0,213577.0
2020-08-05,7205.3866,7291.1032,7125.9938,7142.3337,260039.0,226101.0
2020-08-06,7145.855,7188.1572,7071.4253,7078.6897,198856.0,218113.0
2020-08-07,7073.5328,7094.2322,6904.1237,6933.6196,348693.0,225593.0
2020-08-10,6935.4798,7283.8883,6928.0882,7256.3524,409109.0,212151.0
2020-08-11,7230.3867,7314.5598,7153.2257,7201.6873,337457.0,212814.0
2020-08-12,7188.6073,7261.3265,7136.04,7206.7631,315644.0,210819.0
2020-08-13,7213.9862,7403.0602,7213.9862,7352.4579,326858.0,207106.0
2020-08-14,7333.478,7356.5117,7150.2012,7153.7968,347829.0,222813.0
2020-08-17,7151.0669,7173.6034,7080.6842,7102.6166,241808.0,231638.0
2020-08-18,7111.3554,7263.7781,7111.3554,7201.3013,309543.0,221530.0
2020-08-19,7181.6877,7248.7688,7138.0359,7163.495,210363.0,223500.0
2020-08-20,7168.2315,7191.9083,7029.9851,7055.9958,275801.0,241417.0
2020-08-21,7062.6055,7096.4511,7000.6315,7061.3561,250688.0,232379.0
2020-08-24,7085.6119,7220.4474,7085.6119,7169.1812,252298.0,228101.0
2020-08-25,7183.8502,7220.7943,7143.5666,7165.943,178307.0,223783.0
2020-08-26,7159.2834,7159.764,7070.3603,7108.655,224412.0,237764.0
2020-08-27,7105.5708,7172.6119,7068.2911,7082.5512,221815.0,244700.0
2020-08-28,7061.8554,7105.8063,6944.724,7049.0345,386113.0,256557.0
2020-08-31,7082.72,7119.0965,7029.3986,7041.7786,188146.0,252077.0
2020-09-01,7040.6277,7081.8972,6991.4991,7056.0781,215990.0,256358.0
2020-09-02,7066.8978,7105.7949,6978.6616,6991.9841,220963.0,265096.0
2020-09-03,6964.9624,7026.699,6907.5734,6932.2648,286425.0,271232.0
2020-09-04,6952.9198,7095.6055,6952.629,7033.8677,348734.0,256101.0
2020-09-07,7020.6486,7158.9696,7020.6486,7143.315,253831.0,244527.0
2020-09-08,7155.3366,7519.7089,7155.3366,7506.4175,604609.0,259814.0
2020-09-09,7484.56,7586.1272,7323.5085,7336.7563,574321.0,234296.0
2020-09-10,7370.2493,7427.0887,7333.0604,7364.3377,257056.0,228675.0
2020-09-11,7370.7757,7445.7216,7290.4926,7341.6052,339589.0,238434.0
2020-09-14,7346.7613,7462.4037,7338.3824,7389.9714,271039.0,233183.0
2020-09-15,7402.0222,7421.7218,7278.94,7334.4236,360220.0,230285.0
2020-09-16,7338.878,7366.7411,7283.8748,7284.882,217330.0,231205.0
2020-09-17,7297.4238,7297.4238,7146.4942,7158.4996,347869.0,247775.0
2020-09-18,7188.6994,7282.81,7186.5852,7242.9416,264723.0,224865.0
2020-09-21,7289.7664,7326.4342,7204.5848,7226.6548,239734.0,225135.0
2020-09-22,7232.8787,7294.7351,7098.3409,7266.1734,349295.0,225049.0
2020-09-23,7275.4425,7297.7202,7152.9912,7182.5347,225173.0,217627.0
2020-09-24,7165.8464,7346.966,7136.5559,7335.3147,270902.0,217330.0
2020-09-25,7336.0781,7395.744,7273.0566,7275.2063,311472.0,213401.0
2020-09-28,7250.7711,7276.3138,7113.3703,7139.4032,357749.0,224844.0
2020-09-29,7125.1294,7245.5225,7071.3594,7209.5109,276744.0,196449.0
2020-09-30,7187.3665,7434.0736,7187.3665,7425.8938,274906.0,167047.0
2020-10-09,7861.7438,7958.4647,7614.8115,7957.7718,409803.0,170781.0
2020-10-12,8045.6219,8370.6898,8045.6219,8108.0835,571394.0,150831.0
2020-10-13,8104.9395,8221.0067,8006.4334,8196.6087,357051.0,155805.0
2020-10-14,8175.138,8197.1123,8089.3453,8141.6987,221993.0,147730.0
2020-10-15,8129.1913,8238.477,8046.9185,8234.2751,275522.0,162421.0
2020-10-16,8259.087,8301.8178,8116.1813,8163.0956,327608.0,156474.0
2020-10-19,8117.1856,8232.703,8072.4833,8158.7683,264743.0,154638.0
2020-10-20,8162.4972,8293.5138,8138.7727,8200.944,274659.0,161477.0
2020-10-21,8180.6618,8193.7822,7972.0007,8021.8705,328251.0,173560.0
2020-10-22,7998.7996,8042.2826,7918.5784,7985.6781,268248.0,165756.0
2020-10-23,7963.2565,7977.8188,7686.9088,7689.1565,337741.0,182306.0
2020-10-26,7628.7471,7628.9695,7458.0083,7492.8847,354427.0,204007.0
2020-10-27,7494.5411,7521.0847,7349.2236,7356.6362,291809.0,217287.0
2020-10-28,7370.3788,7401.3203,7287.7837,7360.9989,280381.0,218345.0
2020-10-29,7333.228,7394.2168,7248.8318,7288.1709,291589.0,229789.0
2020-10-30,7276.7508,7361.6522,7237.5046,7285.6306,278495.0,229087.0
2020-11-02,7274.9304,7363.6589,7201.9803,7241.0022,348990.0,238670.0
