date,open,high,low,close,volume,open_interest
2021-01-11,25851.5498,26291.0001,25544.7119,25604.0537,27778.0,21072.0
2021-01-12,25373.6778,25844.0798,24907.1838,25230.2929,43508.0,20569.0
2021-01-13,25492.5047,25961.6372,25372.0137,25505.8909,17953.0,20609.0
2021-01-14,25444.588,25755.8025,24451.7,24484.908,27387.0,22999.0
2021-01-15,24748.0547,24748.0547,24080.0828,24327.0801,22871.0,23045.0
2021-01-18,24412.1909,25355.9285,24398.623,24762.831,21896.0,22713.0
2021-01-19,24814.2094,24992.4896,24523.4362,24642.9584,9595.0,22069.0
2021-01-20,24635.401,24700.6728,24229.9764,24543.346,8542.0,21802.0
2021-01-21,24537.7523,24794.6146,24441.3623,24504.5068,7182.0,21492.0
2021-01-22,24506.2054,24646.5293,24193.3063,24226.2488,8615.0,21617.0
2021-01-25,24201.1703,24894.445,24166.6239,24611.1435,12299.0,20809.0
2021-01-26,24762.0375,25429.7304,24626.1761,25263.618,19418.0,21617.0
2021-01-27,25303.5763,25341.8525,24945.5226,25010.9284,8909.0,21553.0
2021-01-28,24907.9774,25258.6273,24727.037,24923.6327,9292.0,21075.0
2021-01-29,25029.805,25324.2924,25010.0257,25253.3794,9424.0,21214.0
2021-02-01,25279.7027,25594.1455,25116.4928,25365.2386,6871.0,22172.0
2021-02-02,25379.9177,25687.2347,25000.5653,25071.8602,13011.0,22825.0
2021-02-03,25034.977,25228.8201,24901.6987,25006.5944,7800.0,22620.0
2021-02-04,25017.7652,25172.4077,24950.6967,25120.123,4560.0,22682.0
2021-02-05,25174.4055,25816.788,25174.4055,25811.5405,9799.0,23655.0
2021-02-08,25906.7154,27062.2009,25906.7154,26587.3407,16323.0,24606.0
2021-02-09,26578.4746,26793.5648,26144.8933,26541.3145,7714.0,24081.0
2021-02-10,26523.9099,26561.3136,26226.592,26417.3698,4901.0,24158.0
2021-02-18,26648.9855,26793.7729,26363.4268,26745.2306,7028.0,25364.0
2021-02-19,26841.649,28032.5764,26837.7415,27970.4331,18942.0,27175.0
2021-02-22,27991.9201,29013.0536,27823.8499,28950.8164,19253.0,24885.0
2021-02-23,28871.4647,28985.0268,27685.7162,28527.5022,18735.0,22556.0
2021-02-24,28931.6562,29228.2143,28173.0247,28469.1202,11260.0,21339.0
2021-02-25,28555.159,28657.2895,28219.1031,28452.713,8192.0,20507.0
2021-02-26,28378.9861,28826.1996,28060.5718,28576.4598,10272.0,20287.0
2021-03-01,28890.5735,28972.7541,28444.5064,28872.0724,7232.0,19769.0
2021-03-02,28832.7407,28944.224,28262.4289,28489.5023,8382.0,19290.0
2021-03-03,28650.0853,28740.441,28249.8584,28509.0651,4652.0,18862.0
2021-03-04,28469.0371,28769.0343,28329.6059,28561.4651,4224.0,18477.0
2021-03-05,28578.206,28578.206,27170.9899,28110.74,9598.0,18175.0
2021-03-08,28236.0554,28499.8981,28064.6876,28213.1146,4398.0,17906.0
2021-03-09,28171.6992,28218.9787,27540.9951,27606.4303,5656.0,18178.0
2021-03-10,27649.6282,28014.1531,26935.8908,27800.1387,11197.0,18023.0
2021-03-11,27714.6088,28405.5221,27568.3826,28246.3394,6744.0,17601.0
2021-03-12,28383.5458,28526.9947,28150.6361,28354.312,3906.0,17254.0
